id_bien;com_code;Code postal;Nombre pieces principales;Surface Carrez du 1er lot;Type local
1;1103;1170;3;48.22;Appartement
2;6004;6160;1;39.11;Appartement
3;6088;6000;3;80.25;Appartement
4;6123;6700;1;27.51;Appartement
5;13005;13400;2;47.33;Appartement
6;13028;13600;1;25.31;Appartement
7;13208;13008;3;70.84;Appartement
8;13212;13012;3;67.19;Appartement
9;14338;14510;1;18.89;Appartement
10;14366;14100;4;105.37;Maison
11;17300;17000;2;31.99;Appartement
12;25056;25000;5;96.21;Maison
13;29232;29000;1;30.86;Appartement
14;29260;29290;3;66.21;Appartement
15;31555;31500;2;45.58;Appartement
16;33063;33800;1;23.2;Appartement
17;33063;33000;1;13.1;Appartement
18;33097;33121;2;29;Appartement
19;33449;33160;2;51.4;Appartement
20;34145;34400;1;16.79;Appartement
21;34150;34340;2;51.4;Appartement
22;34199;34120;3;68.22;Appartement
23;37156;37270;4;88.45;Maison
24;37261;37000;2;42.94;Appartement
25;38185;38000;4;76.48;Appartement
26;40266;40170;3;48.23;Maison
27;40328;40480;2;49.91;Appartement
28;44143;44400;2;46.3;Appartement
29;44184;44600;2;47.24;Appartement
30;51230;51200;4;81.09;Appartement
31;54395;54000;2;39.69;Appartement
32;56161;56400;3;43.85;Appartement
33;58194;58000;4;108.78;Appartement
34;59512;59100;3;89.84;Appartement
35;60057;60000;2;48.35;Appartement
36;60155;60660;1;19.11;Appartement
37;60159;60200;5;97.39;Appartement
38;60524;60290;1;31.73;Appartement
39;69149;69600;2;49.89;Appartement
40;69384;69004;1;20.02;Appartement
41;74119;74500;2;34.86;Appartement
42;74236;74170;2;39.05;Appartement
43;74238;74430;1;18.93;Appartement
44;74278;74300;4;88.59;Appartement
45;75105;75005;2;30.05;Appartement
46;75110;75010;2;32.3;Appartement
47;75111;75011;4;120.28;Appartement
48;75111;75011;2;17.94;Appartement
49;75111;75011;2;28.39;Appartement
50;75112;75012;2;18;Appartement
51;75112;75012;3;51.44;Appartement
52;75112;75012;1;10.06;Appartement
53;75115;75015;4;88.3;Appartement
54;75118;75018;1;23.98;Appartement
55;75118;75018;2;53.59;Appartement
56;75118;75018;2;24.3;Appartement
57;76217;76200;4;61.52;Appartement
58;76451;76130;3;57.27;Appartement
59;76655;76460;1;23.98;Appartement
60;77118;77410;2;35.32;Appartement
61;78350;78430;4;89.41;Appartement
62;78423;78180;5;106.19;Appartement
63;78545;78210;4;67.76;Appartement
64;78545;78210;2;40.55;Appartement
65;78551;78100;5;84.31;Appartement
66;78586;78500;3;74;Appartement
67;78640;78140;2;49.16;Appartement
68;83062;83130;2;50.74;Appartement
69;83069;83400;1;20.15;Appartement
70;83112;83270;2;47.52;Appartement
71;83123;83110;5;86.92;Maison
72;84007;84000;2;37.24;Appartement
73;85047;85300;2;43.12;Appartement
74;86062;86360;1;30.42;Appartement
75;86194;86000;4;71.03;Appartement
76;87075;87170;2;62.95;Appartement
77;87085;87100;2;43.54;Appartement
78;91249;91470;5;128.34;Appartement
79;91689;91320;2;43.42;Appartement
80;92025;92700;3;49.45;Appartement
81;92026;92400;3;62.1;Appartement
82;92036;92230;3;59.35;Appartement
83;92044;92300;2;52.85;Appartement
84;93032;93220;4;106.31;Maison
85;93051;93160;4;77.93;Appartement
86;93057;93320;2;46;Appartement
87;93071;93270;2;24.63;Appartement
88;94044;94450;3;67.1;Appartement
89;94060;94510;4;80;Maison
90;94060;94510;2;48.02;Appartement
91;94080;94300;1;16.37;Appartement
92;95252;95130;4;72.53;Appartement
93;95388;95180;5;90.07;Maison
94;95607;95150;3;57.1;Appartement
95;1262;1120;1;41.82;Appartement
96;2408;2000;6;165.11;Appartement
97;3190;3000;3;124.01;Appartement
98;4073;4400;1;24.32;Appartement
99;4166;4500;4;106.43;Appartement
100;4209;4200;1;32.89;Appartement
101;6004;6600;2;37.66;Appartement
102;6027;6800;3;58.42;Appartement
103;6088;6000;4;99.04;Appartement
104;6088;6000;3;30.2;Appartement
105;6088;6100;3;68.75;Appartement
106;6159;6230;2;56.05;Appartement
107;10323;10100;3;55.5;Appartement
108;13119;13470;3;53.09;Appartement
109;13201;13001;2;48.24;Appartement
110;13204;13004;1;28.4;Appartement
111;13206;13006;3;51.01;Appartement
112;13209;13009;3;51.54;Appartement
113;14118;14000;2;34.83;Appartement
114;14333;14600;1;12.44;Appartement
115;14715;14360;2;53.76;Appartement
116;14754;14640;2;52.82;Maison
117;17300;17000;1;32.18;Appartement
118;17414;17138;3;49.9;Maison
119;22113;22300;4;68.3;Appartement
120;22168;22700;2;54.42;Appartement
121;22278;22000;4;64;Appartement
122;24322;24000;1;31.05;Appartement
123;25527;25410;5;127.96;Appartement
124;28085;28000;5;106.03;Maison
125;30003;30220;2;32.29;Appartement
126;30007;30100;2;39.5;Appartement
127;30133;30240;1;20;Appartement
128;30189;30900;3;60.07;Appartement
129;32013;32000;2;54;Appartement
130;33005;33510;2;44.12;Appartement
131;33063;33000;4;61.16;Appartement
132;33075;33520;4;86.3;Maison
133;33550;33140;2;39.23;Appartement
134;34023;34540;1;24.6;Appartement
135;37261;37100;2;42.2;Appartement
136;37261;37000;3;63.1;Appartement
137;38169;38600;1;21;Appartement
138;38185;38000;3;95.74;Appartement
139;38253;38860;3;60.55;Appartement
140;40046;40600;1;29.78;Maison
141;40088;40100;1;18.63;Appartement
142;40304;40150;3;82.35;Maison
143;42256;42680;4;94.39;Maison
144;44109;44100;3;62.14;Appartement
145;44190;44230;2;47.34;Appartement
146;44204;44470;2;42.25;Appartement
147;45234;45000;3;65.71;Appartement
148;45286;45650;1;72.37;Appartement
149;50002;50180;2;57.88;Appartement
150;51454;51100;4;119.95;Appartement
151;54395;54000;2;36.6;Appartement
152;56062;56680;3;97.51;Appartement
153;59368;59110;3;80.09;Appartement
154;59378;59700;2;29.73;Maison
155;59491;59590;5;153.25;Maison
156;60159;60200;1;41;Appartement
157;60159;60200;8;220.72;Maison
158;60382;60280;2;30.38;Appartement
159;60395;60110;4;72.91;Appartement
160;60524;60290;3;67.47;Appartement
161;62041;62000;2;45.5;Appartement
162;63300;63200;2;62.72;Appartement
163;69003;69250;4;108.84;Appartement
164;69204;69230;2;43.25;Appartement
165;69264;69400;3;78.72;Appartement
166;69389;69009;1;32.82;Appartement
167;69389;69009;3;75.31;Appartement
168;70550;70000;4;75.87;Appartement
169;70550;70000;4;168.38;Appartement
170;74014;74300;1;21.29;Appartement
171;74249;74500;3;76.14;Appartement
172;75102;75002;3;36.91;Appartement
173;75103;75003;1;66;Appartement
174;75104;75004;2;25.34;Appartement
175;75105;75005;1;21.34;Appartement
176;75106;75006;1;28.55;Appartement
177;75107;75007;3;82.62;Appartement
178;75110;75010;2;30.18;Appartement
179;75111;75011;3;58.45;Appartement
180;75111;75011;2;31.12;Appartement
181;75112;75012;2;44.95;Appartement
182;75114;75014;1;25.06;Appartement
183;75115;75015;2;37.38;Appartement
184;75115;75015;6;99.96;Appartement
185;75117;75017;3;63.16;Appartement
186;75117;75017;2;47.12;Appartement
187;75118;75018;3;53.01;Appartement
188;75118;75018;3;52.46;Appartement
189;75118;75018;2;52.24;Appartement
190;75118;75018;2;29.13;Appartement
191;75118;75018;3;67.8;Appartement
192;75120;75020;1;21.01;Appartement
193;76351;76600;1;19.9;Appartement
194;76447;76290;1;45.84;Appartement
195;76451;76130;2;39.3;Appartement
196;77005;77410;2;32.99;Appartement
197;77014;77210;1;24.06;Appartement
198;77058;77600;2;53.6;Appartement
199;77058;77600;1;31.42;Appartement
200;77059;77600;5;111.15;Maison
201;77192;77610;3;60.25;Appartement
202;77259;77230;4;75.06;Maison
203;77288;77000;2;33.49;Appartement
204;77288;77000;2;44.94;Appartement
205;77379;77160;3;66.54;Appartement
206;78005;78260;2;42.2;Appartement
207;78372;78160;4;67.6;Appartement
208;78372;78160;3;53.05;Appartement
209;78383;78310;1;27.81;Appartement
210;78550;78640;6;101.85;Maison
211;78621;78190;3;55.06;Appartement
212;78646;78000;4;80.38;Appartement
213;82096;82290;3;71.05;Maison
214;83009;83150;2;37.6;Appartement
215;83009;83150;1;15.2;Appartement
216;83034;83320;2;29.85;Appartement
217;83070;83980;3;64.84;Appartement
218;85035;85470;2;37.82;Appartement
219;85127;85560;3;64.41;Appartement
220;85194;85100;3;63.63;Appartement
221;85262;85660;4;88.5;Maison
222;88372;88110;3;81.24;Appartement
223;90010;90000;2;42.25;Appartement
224;90010;90000;3;56;Appartement
225;91114;91800;4;69.17;Appartement
226;91225;91450;6;146.94;Maison
227;91326;91260;3;49;Appartement
228;91377;91300;5;93.02;Appartement
229;91425;91310;2;40;Appartement
230;91570;91240;5;115.97;Maison
231;91589;91600;2;90;Maison
232;92004;92600;4;67.23;Appartement
233;92004;92600;3;40.69;Appartement
234;92004;92600;2;54.2;Appartement
235;92009;92270;3;52.47;Appartement
236;92012;92100;1;65.62;Appartement
237;92012;92100;4;87.15;Appartement
238;92012;92100;1;23.8;Appartement
239;92012;92100;2;31.2;Appartement
240;92012;92100;4;78.02;Appartement
241;92014;92340;1;76.85;Appartement
242;92022;92370;3;59.73;Appartement
243;92023;92140;3;40.8;Appartement
244;92025;92700;3;61.06;Appartement
245;92025;92700;2;38.05;Appartement
246;92025;92700;2;32.02;Appartement
247;92026;92400;4;94.32;Appartement
248;92048;92360;3;61.97;Appartement
249;92050;92000;3;61.93;Appartement
250;92063;92500;1;25.16;Appartement
251;92063;92500;2;46.75;Appartement
252;92063;92500;2;48.5;Appartement
253;92075;92170;2;44.17;Appartement
254;93001;93300;2;35;Appartement
255;93006;93170;2;30.45;Appartement
256;93010;93140;3;70.56;Appartement
257;93048;93100;6;102.46;Appartement
258;94016;94230;1;21.13;Appartement
259;94022;94600;2;41.57;Appartement
260;94033;94120;1;29.07;Appartement
261;94041;94200;3;68.02;Appartement
262;94042;94340;3;73.81;Appartement
263;94052;94130;2;50.08;Appartement
264;94068;94210;3;61.93;Appartement
265;94071;94370;2;34.2;Appartement
266;94076;94800;2;39.39;Appartement
267;94079;94350;4;84.23;Appartement
268;94080;94300;3;50.6;Appartement
269;94080;94300;1;25.14;Appartement
270;95203;95600;3;64;Appartement
271;95218;95610;2;45.04;Appartement
272;95218;95610;3;56.86;Appartement
273;95500;95300;4;77.71;Appartement
274;95572;95310;3;61.05;Appartement
275;4209;4200;4;105.71;Appartement
276;14079;14910;2;30.09;Appartement
277;14754;14640;2;30.38;Appartement
278;54395;54000;2;47.04;Appartement
279;74256;74700;3;63.14;Appartement
280;77014;77210;2;45.61;Appartement
281;80021;80000;1;34.99;Appartement
282;82112;82200;4;67.19;Appartement
283;91223;91150;1;31.49;Appartement
284;1160;1210;3;82.59;Appartement
285;1288;1630;5;109.22;Maison
286;4070;4000;4;144.6;Appartement
287;6029;6400;2;31.21;Appartement
288;6032;6320;1;24.58;Appartement
289;6079;6210;2;36.6;Appartement
290;6083;6500;1;29;Appartement
291;6083;6500;2;54.34;Appartement
292;6088;6000;2;32.83;Appartement
293;6088;6000;4;133.44;Appartement
294;10325;10430;3;63.58;Appartement
295;10343;10800;3;50.75;Appartement
296;10362;10300;2;47.88;Appartement
297;10362;10300;3;68.03;Appartement
298;11170;11430;3;23.89;Appartement
299;11170;11430;2;22.15;Appartement
300;13005;13400;5;82.72;Appartement
301;13022;13260;3;36.8;Appartement
302;13028;13600;1;29.29;Appartement
303;13028;13600;4;115.53;Appartement
304;13101;13119;3;92.99;Maison
305;13205;13005;3;64.45;Appartement
306;13207;13007;3;24.89;Appartement
307;13207;13007;1;22.71;Appartement
308;13208;13008;4;85.37;Appartement
309;13209;13009;1;31.28;Appartement
310;13210;13010;5;112.09;Appartement
311;14220;14800;2;41.78;Appartement
312;14754;14640;2;47.05;Appartement
313;18033;18000;3;77.87;Appartement
314;19031;19100;3;70.19;Appartement
315;22278;22000;4;168.7;Appartement
316;2A362;20144;2;32.16;Maison
317;30106;30170;4;82.11;Maison
318;30189;30000;1;36.29;Appartement
319;30189;30900;3;65.24;Appartement
320;31203;31270;2;36.46;Appartement
321;31555;31200;3;60.16;Appartement
322;33039;33130;3;56.67;Appartement
323;33039;33130;2;50.16;Appartement
324;33063;33000;1;26.39;Appartement
325;33514;33780;2;35.8;Appartement
326;33522;33400;1;20.15;Appartement
327;33533;33210;2;62.55;Appartement
328;34003;34300;1;23.7;Appartement
329;34079;34800;2;44.14;Appartement
330;34157;34140;3;59.19;Appartement
331;34301;34200;3;62.66;Appartement
332;35210;35740;3;56.15;Appartement
333;35238;35000;1;16.54;Appartement
334;37261;37100;3;65.52;Appartement
335;38185;38000;2;31;Appartement
336;38185;38100;3;61.23;Appartement
337;38185;38100;3;76.75;Appartement
338;38191;38750;1;16.3;Appartement
339;38421;38400;4;60.73;Appartement
340;38421;38400;4;81.25;Appartement
341;39526;39500;5;97.41;Maison
342;40088;40100;4;85.32;Appartement
343;40281;40280;2;45.94;Appartement
344;40284;40230;3;53.22;Maison
345;40312;40220;3;65.26;Appartement
346;40312;40220;4;91.43;Appartement
347;40317;40230;4;74.39;Maison
348;42005;42160;3;90.2;Appartement
349;42187;42300;3;76.75;Appartement
350;42187;42300;2;41.31;Appartement
351;42187;42300;2;61.37;Appartement
352;42332;42300;4;75.95;Appartement
353;43157;43000;2;36.98;Appartement
354;44035;44240;3;51.77;Maison
355;44109;44000;1;62.88;Maison
356;44132;44380;2;67.98;Appartement
357;44198;44840;2;53.25;Appartement
358;45075;45380;3;60.7;Appartement
359;45232;45160;4;70.03;Appartement
360;45234;45000;2;44.39;Appartement
361;45284;45800;1;26.25;Appartement
362;49007;49100;3;71.08;Appartement
363;49007;49000;1;21.62;Appartement
364;49099;49300;2;39.78;Appartement
365;50147;50200;2;59.19;Appartement
366;51108;51000;1;31.79;Appartement
367;51230;51200;2;43.85;Appartement
368;54263;54310;3;58.53;Appartement
369;56023;56400;2;38.01;Appartement
370;60342;60290;2;43.84;Appartement
371;60513;60460;4;64.45;Appartement
372;62893;62930;4;87.68;Maison
373;64102;64100;2;54.68;Appartement
374;69089;69340;3;60.77;Appartement
375;69176;69510;4;104.11;Maison
376;69264;69400;3;56.02;Appartement
377;69381;69001;3;28.17;Appartement
378;69383;69003;1;49.13;Appartement
379;69384;69004;2;51.01;Appartement
380;72181;72000;1;20.92;Appartement
381;73257;73440;2;30.84;Appartement
382;74236;74170;2;16.7;Appartement
383;74311;74250;2;47.17;Appartement
384;75103;75003;2;27.37;Appartement
385;75103;75003;1;26.43;Appartement
386;75104;75004;2;34.6;Appartement
387;75105;75005;1;27.01;Appartement
388;75106;75006;1;29.5;Appartement
389;75106;75006;5;110.09;Appartement
390;75106;75006;5;165.15;Appartement
391;75106;75006;3;78.83;Appartement
392;75106;75006;2;48.96;Appartement
393;75110;75010;2;36.47;Appartement
394;75110;75010;2;49.6;Appartement
395;75110;75010;3;69.08;Appartement
396;75110;75010;3;50.78;Appartement
397;75111;75011;1;18.21;Appartement
398;75111;75011;5;130.65;Appartement
399;75111;75011;3;53.8;Appartement
400;75111;75011;2;31.48;Appartement
401;75111;75011;2;26.98;Appartement
402;75112;75012;3;64.38;Appartement
403;75112;75012;2;48.65;Appartement
404;75113;75013;2;47.03;Appartement
405;75114;75014;3;52.28;Appartement
406;75114;75014;4;77.97;Appartement
407;75114;75014;3;54.56;Appartement
408;75115;75015;1;10.8;Appartement
409;75115;75015;3;55.63;Appartement
410;75116;75016;8;360.95;Appartement
411;75116;75016;1;30.02;Appartement
412;75117;75017;2;50.22;Appartement
413;75117;75017;1;28.35;Appartement
414;75117;75017;3;48.88;Appartement
415;75117;75017;7;131.25;Appartement
416;75117;75017;3;39.34;Appartement
417;75117;75017;1;22.84;Appartement
418;75117;75017;4;83.25;Appartement
419;75118;75018;1;13.15;Appartement
420;75120;75020;2;46.01;Appartement
421;77061;77130;2;39.6;Appartement
422;77079;77430;2;45.45;Appartement
423;77118;77410;3;60.7;Appartement
424;77284;77100;3;55.2;Appartement
425;77285;77350;5;100.8;Appartement
426;77288;77000;1;25.45;Appartement
427;77307;77144;1;40.35;Appartement
428;77419;77670;4;99.42;Appartement
429;77450;77170;5;118.56;Maison
430;77487;77000;3;66.42;Appartement
431;78146;78400;3;75.16;Appartement
432;78165;78340;3;56.83;Appartement
433;78358;78600;1;27.01;Appartement
434;78358;78600;5;111;Appartement
435;78372;78160;2;52.53;Appartement
436;78382;78780;4;55.03;Appartement
437;78481;78230;5;88.78;Appartement
438;78586;78500;1;17.78;Appartement
439;78646;78000;5;98.99;Maison
440;80021;80000;1;19.97;Appartement
441;80228;80550;4;87.02;Maison
442;82121;82000;2;48.4;Appartement
443;83009;83150;1;25.29;Appartement
444;83112;83270;3;68.46;Appartement
445;83137;83200;3;57.68;Appartement
446;84031;84200;3;63.17;Appartement
447;85164;85690;3;52.9;Appartement
448;87085;87000;2;44.4;Appartement
449;87161;87400;3;65.74;Appartement
450;88160;88000;3;61.74;Appartement
451;88181;88230;3;70.19;Appartement
452;91086;91070;3;66.05;Appartement
453;91156;91630;5;89.43;Maison
454;91174;91100;3;71.64;Appartement
455;91326;91260;5;107.15;Maison
456;92002;92160;4;87.01;Appartement
457;92004;92600;3;52.9;Appartement
458;92004;92600;3;63.2;Appartement
459;92004;92600;5;122.8;Maison
460;92004;92600;2;53.39;Appartement
461;92004;92600;1;25.5;Appartement
462;92009;92270;2;27.73;Appartement
463;92009;92270;3;56.21;Appartement
464;92012;92100;4;96.33;Appartement
465;92012;92100;2;49.42;Appartement
466;92012;92100;2;51.34;Appartement
467;92012;92100;5;149.71;Appartement
468;92024;92110;2;44.5;Appartement
469;92032;92260;1;23.95;Appartement
470;92036;92230;3;76.07;Maison
471;92040;92130;3;70;Maison
472;92044;92300;3;66.05;Appartement
473;92044;92300;4;85.07;Appartement
474;92048;92190;3;58.94;Appartement
475;92050;92000;3;30.52;Appartement
476;92050;92000;3;71.62;Appartement
477;92051;92200;3;48.65;Appartement
478;92051;92200;4;122.79;Appartement
479;92060;92350;3;68.51;Appartement
480;92062;92800;1;23.28;Appartement
481;92063;92500;1;22.51;Appartement
482;92072;92310;2;53.68;Appartement
483;92073;92150;4;88.9;Maison
484;93006;93170;4;64.41;Appartement
485;93045;93260;1;21.28;Appartement
486;93045;93260;3;49.28;Appartement
487;93048;93100;3;64.41;Appartement
488;93048;93100;4;82.56;Appartement
489;93072;93240;4;73.6;Appartement
490;93073;93290;5;93.49;Appartement
491;94002;94140;4;72.52;Maison
492;94002;94140;3;59.69;Appartement
493;94004;94470;4;85.22;Appartement
494;94018;94220;2;34.92;Appartement
495;94022;94600;1;49.45;Maison
496;94028;94000;4;81.95;Appartement
497;94037;94250;3;68.12;Appartement
498;94041;94200;1;20.5;Appartement
499;94043;94270;1;26.72;Appartement
500;94044;94450;2;41.7;Appartement
501;94044;94450;3;63.77;Appartement
502;94052;94130;3;44.04;Appartement
503;94052;94130;1;28.5;Appartement
504;94060;94510;5;94.35;Maison
505;94060;94510;4;77.15;Appartement
506;94060;94510;4;72.75;Appartement
507;94068;94100;9;304.8;Maison
508;94074;94460;4;82.21;Maison
509;94078;94190;2;40.04;Appartement
510;94080;94300;4;77.41;Appartement
511;94080;94300;5;146.82;Appartement
512;95039;95430;3;41.75;Appartement
513;95199;95330;3;56.91;Appartement
514;95219;95120;3;69.31;Appartement
515;95306;95220;4;80.28;Appartement
516;95527;95700;4;77.7;Maison
517;1033;1200;4;108.65;Appartement
518;1258;1090;3;86.8;Appartement
519;1354;1630;2;52.58;Appartement
520;3190;3000;1;34.9;Appartement
521;6004;6600;2;22.47;Appartement
522;6012;6240;2;47.42;Appartement
523;6029;6400;1;66.12;Appartement
524;6029;6400;2;67.99;Appartement
525;6033;6510;3;59.74;Appartement
526;6083;6500;2;46.66;Appartement
527;6083;6500;2;42.84;Appartement
528;6092;6440;1;22.71;Appartement
529;7019;7200;3;59.05;Appartement
530;7042;7700;5;85.93;Appartement
531;7042;7700;4;69.46;Appartement
532;7304;7150;2;28.52;Appartement
533;11262;11100;1;27.76;Appartement
534;11266;11210;2;21.51;Appartement
535;13022;13260;2;50.43;Appartement
536;13119;13470;3;64.3;Appartement
537;13201;13001;3;53.66;Appartement
538;13201;13001;1;20.37;Appartement
539;13202;13002;1;35.27;Appartement
540;13204;13004;3;55.7;Appartement
541;13204;13004;0;33.46;Appartement
542;13207;13007;2;22.8;Appartement
543;13208;13008;1;51.43;Appartement
544;13208;13008;1;20.45;Appartement
545;13208;13008;1;17.1;Appartement
546;13208;13008;4;103.14;Appartement
547;13209;13009;3;68.81;Appartement
548;13209;13009;5;76.15;Appartement
549;13210;13010;2;48.14;Appartement
550;13210;13010;1;27.3;Appartement
551;13213;13013;4;67.2;Appartement
552;14754;14640;2;36.23;Appartement
553;19031;19100;1;27;Appartement
554;22278;22000;2;36.08;Appartement
555;25265;25870;1;32;Appartement
556;26058;26500;4;66.81;Appartement
557;26281;26100;4;73.65;Appartement
558;27299;27930;2;40.43;Appartement
559;28085;28000;2;32.2;Appartement
560;28085;28000;3;65.63;Appartement
561;28134;28100;3;58.87;Appartement
562;30189;30000;2;42.47;Appartement
563;31066;31660;5;104.56;Maison
564;31113;31320;3;78.83;Appartement
565;31555;31000;3;68.06;Appartement
566;33051;33380;2;42;Maison
567;33063;33800;2;51.43;Appartement
568;33081;33410;3;58.22;Appartement
569;33249;33310;4;86.01;Maison
570;33281;33700;3;59.74;Appartement
571;33522;33400;1;21.55;Appartement
572;33550;33140;3;52.66;Appartement
573;34108;34110;2;36.69;Appartement
574;34301;34200;2;44.09;Appartement
575;34301;34200;1;22.13;Appartement
576;37261;37000;2;51.26;Appartement
577;38185;38000;0;18;Appartement
578;38185;38000;3;73.12;Appartement
579;38186;38650;2;35.6;Appartement
580;38229;38240;4;132.05;Appartement
581;38249;38330;3;74.5;Appartement
582;38249;38330;2;42.06;Appartement
583;39470;39220;2;23.57;Appartement
584;40133;40530;1;23.53;Appartement
585;40281;40280;2;42;Appartement
586;40312;40220;4;88.35;Appartement
587;42218;42000;3;74.57;Appartement
588;42218;42100;2;47.9;Appartement
589;44109;44000;4;69.11;Appartement
590;44132;44380;1;24.04;Appartement
591;44162;44800;5;103.79;Appartement
592;44162;44800;3;61.06;Appartement
593;45075;45380;4;69.81;Appartement
594;45258;45390;3;140;Appartement
595;49007;49100;3;77.18;Appartement
596;49007;49100;4;82.6;Appartement
597;49099;49300;2;53.6;Appartement
598;49347;49125;3;57;Appartement
599;51454;51100;3;74.15;Appartement
600;51454;51100;4;92.5;Appartement
601;53062;53200;3;67.77;Appartement
602;53073;53800;3;52.26;Appartement
603;59220;59155;3;58.27;Appartement
604;59350;59800;5;133.89;Appartement
605;59410;59370;1;32.69;Appartement
606;60057;60000;1;21.92;Appartement
607;62604;62152;4;71.74;Appartement
608;66004;66210;2;30.62;Appartement
609;69078;69850;3;64.3;Appartement
610;69081;69130;6;102.76;Appartement
611;69143;69250;2;53.05;Appartement
612;69149;69600;2;38.12;Appartement
613;69149;69600;2;46.65;Appartement
614;69149;69600;3;72;Appartement
615;69382;69002;1;29.02;Appartement
616;69385;69005;3;143.12;Appartement
617;73235;73130;1;17.94;Appartement
618;73306;73450;2;42.3;Appartement
619;74019;74370;2;46.28;Appartement
620;74056;74400;2;33.66;Appartement
621;75106;75006;4;85.61;Appartement
622;75107;75007;3;50.04;Appartement
623;75109;75009;2;39.86;Appartement
624;75110;75010;1;31.65;Appartement
625;75111;75011;3;62.72;Appartement
626;75113;75013;2;30.81;Appartement
627;75116;75016;1;40.8;Appartement
628;75120;75020;3;55.23;Appartement
629;77053;77170;4;71.59;Appartement
630;77259;77230;3;60.22;Appartement
631;78190;78290;1;23.62;Appartement
632;78362;78711;4;79.74;Appartement
633;78401;78250;6;156.5;Maison
634;83009;83150;2;84.28;Appartement
635;83019;83230;1;15.86;Appartement
636;83034;83320;3;87.49;Appartement
637;83062;83130;2;35.55;Appartement
638;83069;83400;4;121.99;Appartement
639;83130;83210;3;56.15;Appartement
640;83137;83000;4;81.5;Appartement
641;83137;83000;2;97.04;Appartement
642;83137;83100;3;65.4;Appartement
643;88225;88220;4;73.78;Appartement
644;90010;90000;2;34.48;Appartement
645;91201;91210;3;63.54;Appartement
646;91425;91310;1;25.35;Appartement
647;92004;92600;1;19.5;Appartement
648;92012;92100;3;61.23;Appartement
649;92024;92110;1;16.98;Appartement
650;92026;92400;3;59.72;Appartement
651;92026;92400;2;33.58;Appartement
652;93007;93150;3;53.1;Appartement
653;93063;93230;3;67;Appartement
654;94033;94120;3;52.05;Appartement
655;94068;94100;2;46.6;Appartement
656;94068;94210;3;41.64;Appartement
657;94069;94410;2;35.76;Appartement
658;94080;94300;2;36.15;Appartement
659;95277;95500;2;37.23;Appartement
660;95428;95160;4;115.26;Appartement
661;1143;1220;6;130.8;Appartement
662;1354;1630;2;58.71;Appartement
663;6027;6800;3;76.16;Appartement
664;6029;6400;4;83.21;Appartement
665;6030;6110;1;29.07;Appartement
666;6030;6110;4;90.45;Appartement
667;6044;6480;5;103.92;Appartement
668;6088;6000;3;69;Appartement
669;6088;6100;3;47.5;Appartement
670;6088;6200;1;52.8;Appartement
671;6094;6470;3;63.15;Appartement
672;6123;6700;3;66.02;Appartement
673;6155;6220;3;35.76;Appartement
674;6161;6270;1;26.71;Appartement
675;10362;10300;2;35.63;Appartement
676;10387;10000;2;32.34;Appartement
677;11144;11510;2;37.12;Appartement
678;11170;11430;3;32.53;Appartement
679;11202;11370;2;24.61;Maison
680;11262;11100;4;111.96;Appartement
681;11262;11100;1;34.34;Appartement
682;11379;11130;2;33.08;Appartement
683;13028;13600;2;28.34;Appartement
684;13201;13001;2;38.54;Appartement
685;13202;13002;1;20.2;Appartement
686;13204;13004;2;29.86;Appartement
687;13205;13005;1;27.65;Appartement
688;13208;13008;2;50.32;Appartement
689;13208;13008;3;69.32;Appartement
690;13210;13010;3;68.45;Appartement
691;13210;13010;3;68.89;Appartement
692;13212;13012;4;65.72;Appartement
693;13215;13015;2;125.85;Appartement
694;14715;14360;2;41.07;Appartement
695;18279;18100;1;30.84;Appartement
696;29019;29200;3;53.11;Appartement
697;29232;29000;5;84.69;Appartement
698;2A041;20169;4;87.16;Appartement
699;2A070;20111;2;37.78;Appartement
700;30034;30127;3;45.23;Appartement
701;30133;30240;2;26.4;Appartement
702;33009;33120;1;31.12;Appartement
703;33009;33120;3;52;Appartement
704;33063;33000;1;18.52;Appartement
705;33080;33140;2;47.34;Appartement
706;33096;33560;4;103.36;Maison
707;33167;33270;3;66.02;Maison
708;33312;33290;2;43.69;Appartement
709;33522;33400;3;62.84;Appartement
710;34333;34110;3;29.6;Maison
711;35032;35230;3;62.91;Appartement
712;37122;37300;3;57.03;Appartement
713;38185;38100;4;88.21;Appartement
714;38421;38400;4;83.63;Appartement
715;38421;38400;2;47.67;Appartement
716;40046;40600;4;70.21;Appartement
717;40192;40000;4;94;Appartement
718;40326;40560;3;60.65;Appartement
719;44069;44350;3;51.17;Appartement
720;44074;44610;1;29.94;Appartement
721;44201;44240;2;45.95;Maison
722;45232;45160;1;23.84;Appartement
723;45232;45160;4;116.72;Maison
724;45234;45000;4;16.24;Appartement
725;45285;45140;3;73.01;Maison
726;49007;49100;1;28.65;Appartement
727;49015;49240;3;69.08;Appartement
728;51108;51000;1;25.53;Appartement
729;51573;51430;2;38.35;Appartement
730;54329;54300;4;47.6;Appartement
731;56083;56700;2;36.13;Appartement
732;56107;56260;2;39.56;Appartement
733;56121;56100;3;61.47;Appartement
734;59009;59650;3;76.09;Appartement
735;59271;59760;3;65.48;Appartement
736;59367;59390;4;68.77;Appartement
737;60157;60600;4;60.09;Appartement
738;60509;60700;3;36.96;Appartement
739;60684;60870;3;58.5;Appartement
740;62041;62000;1;22.98;Appartement
741;64260;64700;2;57.07;Appartement
